model_id,model_name,model_family,developer,sizes,types,benchmark_count,total_results,avg_score,model_type,model_size,provider,type,base_model,year_evaluated,inference_platform,inference_engine,organization,release_date,architecture,context_window,license,url,parameters_billion,release_date_source
openchat-3.5-0106-gemma,openchat/openchat-3.5-0106-gemma,,openchat,,,6.0,6.0,69.42,open,,,,,,,,,2024-03,,,,,,hf_createdat
openchat-3.5-1210,openchat/openchat-3.5-1210,Mistral,OpenChat,,,12.0,12.0,45.81,open,,,,Mistral v0.1 (7B),,,,,2023-12,,,,,,corroborated_month
openchat-3.6-8b-20240522,openchat/openchat-3.6-8b-20240522,LLaMA 3,OpenChat,,,12.0,12.0,45.63,open,,,,Llama 3 (8B),,,,,2024-05,,,,,,existing
openchat_3.5,openchat/openchat_3.5,Mistral,OpenChat,,,14.0,14.0,117.96,open,,,,Mistral v0.1 (7B),,,,,2023,,,,,,corroborated_year
openchat_8192,openchat/openchat_8192,LLaMA,OpenChat,,,6.0,6.0,52.72,open,,,,LLaMA 13B,,,,,2023,,,,,,corroborated_year
openchat_v2,openchat/openchat_v2,LLaMA,OpenChat,,,6.0,6.0,53.96,open,,,,LLaMA 13B,,,,,2023,,,,,,corroborated_year
openchat_v2_w,openchat/openchat_v2_w,LLaMA,OpenChat,,,6.0,6.0,53.96,open,,,,LLaMA 13B,,,,,2023,,,,,,corroborated_year
openchat_v3.1,openchat/openchat_v3.1,LLaMA 2,OpenChat,,,6.0,6.0,55.64,open,,,,Llama-2-13B,,,,,2023,,,,,,corroborated_year
openchat_v3.2,openchat/openchat_v3.2,LLaMA 2,OpenChat,,,12.0,12.0,34.76,open,,,,Llama-2-13B,,,,,2023,,,,,,corroborated_year
openchat_v3.2_super,openchat/openchat_v3.2_super,LLaMA 2,OpenChat,,,12.0,12.0,33.96,open,,,,Llama-2-13B,,,,,2023,,,,,,corroborated_year
opencoderplus,openchat/opencoderplus,StarCoder,OpenChat,,,6.0,6.0,48.84,open,,,,StarCoder (15.5B),,,,,2023,,,,,,corroborated_year
Llama-3-Refueled,refuelai/Llama-3-Refueled,,refuelai,,,6.0,6.0,23.18,open,,,,,,,,,2024-05,,,,,,hf_createdat
Aria,rhymes-ai/Aria,,rhymes-ai,,,6.0,6.0,28.87,open,,,,,,,,,2024-10,,,,,,web_cited
Bielik-11B-v2,speakleash/Bielik-11B-v2,,speakleash,,,6.0,6.0,15.99,open,,,,,,,,,2024-08,,,,,,hf_createdat
Bielik-11B-v2.0-Instruct,speakleash/Bielik-11B-v2.0-Instruct,Bielik,Speakleash,,,6.0,6.0,24.66,open,,,,Bielik-11B-v2,,,,,2020-05,,,,,,sourced_evidence
Bielik-11B-v2.1-Instruct,speakleash/Bielik-11B-v2.1-Instruct,Bielik,Speakleash,,,6.0,6.0,27.20,open,,,,Bielik-11B-v2,,,,,2020-05,,,,,,sourced_evidence
Bielik-11B-v2.2-Instruct,speakleash/Bielik-11B-v2.2-Instruct,Bielik,Speakleash,,,6.0,6.0,27.98,open,,,,Bielik-11B-v2,,,,,2020-05,,,,,,sourced_evidence
Bielik-11B-v2.3-Instruct,speakleash/Bielik-11B-v2.3-Instruct,Bielik,Speakleash,,,6.0,6.0,28.33,open,,,,Bielik-11B-v2,,,,,2024-08,,,,,,hf_createdat
StableBeluga-13B,stabilityai/StableBeluga-13B,,stabilityai,,,6.0,6.0,57.05,open,,,,,,,,,2023-07,,,,,,hf_createdat
StableBeluga-7B,stabilityai/StableBeluga-7B,,stabilityai,,,6.0,6.0,53.56,open,,,,,,,,,2023-07,,,,,,hf_createdat
StableBeluga1-Delta,stabilityai/StableBeluga1-Delta,,stabilityai,,,6.0,6.0,54.08,open,,,,,,,,,2023-07,,,,,,hf_createdat
StableBeluga2,stabilityai/StableBeluga2,,stabilityai,,,12.0,12.0,45.11,open,,,,,,,,,2023-07,,,,,,hf_createdat
japanese-stablelm-base-gamma-7b,stabilityai/japanese-stablelm-base-gamma-7b,,stabilityai,,,6.0,6.0,52.59,open,,,,,,,,,2023,,,,,,corroborated_year
japanese-stablelm-instruct-gamma-7b,stabilityai/japanese-stablelm-instruct-gamma-7b,,stabilityai,,,6.0,6.0,52.82,open,,,,,,,,,2023,,,,,,corroborated_year
stable-code-3b,stabilityai/stable-code-3b,,stabilityai,,,7.0,7.0,40.38,open,,,,,,,,,2024-01,,,,,,hf_createdat
stablelm-2-12b,stabilityai/stablelm-2-12b,,stabilityai,,,12.0,12.0,38.74,open,,,,,,,,,2024-03,,,,,,hf_createdat
stablelm-2-12b-chat,stabilityai/stablelm-2-12b-chat,,stabilityai,,,12.0,12.0,42.58,open,,,,,,,,,2023-05,,,,,,sourced_evidence
stablelm-2-1_6b,stabilityai/stablelm-2-1_6b,,stabilityai,,,12.0,12.0,25.29,open,,,,,,,,,2023-07,,,,,,sourced_evidence
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,,stabilityai,,,12.0,12.0,29.79,open,,,,,,,,,2023-05,,,,,,sourced_evidence
stablelm-2-zephyr-1_6b,stabilityai/stablelm-2-zephyr-1_6b,,stabilityai,,,12.0,12.0,29.72,open,,,,,,,,,2023-05,,,,,,sourced_evidence
stablelm-3b-4e1t,stabilityai/stablelm-3b-4e1t,,stabilityai,,,12.0,12.0,26.95,open,,,,,,,,,2023-07,,,,,,sourced_evidence
stablelm-base-alpha-3b,stabilityai/stablelm-base-alpha-3b,,stabilityai,,,6.0,6.0,31.50,open,,,,,,,,,2023,,,,,,corroborated_year
stablelm-base-alpha-7b,stabilityai/stablelm-base-alpha-7b,,stabilityai,,,6.0,6.0,34.37,open,,,,,,,,,2023,,,,,,corroborated_year
stablelm-base-alpha-7b-v2,stabilityai/stablelm-base-alpha-7b-v2,,stabilityai,,,6.0,6.0,46.18,open,,,,,,,,,2023,,,,,,corroborated_year
stablelm-tuned-alpha-3b,stabilityai/stablelm-tuned-alpha-3b,,stabilityai,,,6.0,6.0,32.14,open,,,,,,,,,2023,,,,,,corroborated_year
stablelm-tuned-alpha-7b,stabilityai/stablelm-tuned-alpha-7b,,stabilityai,,,7.0,7.0,151.32,open,,,,,,,,,2023,,,,,,corroborated_year
stablelm-zephyr-3b,stabilityai/stablelm-zephyr-3b,,stabilityai,,,12.0,12.0,32.90,open,,,,,,,,,2023,,,,,,corroborated_year
CollectiveCognition-v1-Mistral-7B,teknium/CollectiveCognition-v1-Mistral-7B,,teknium,,,6.0,6.0,60.10,open,,,,,,,,,2023,,,,,,corroborated_year
CollectiveCognition-v1.1-Mistral-7B,teknium/CollectiveCognition-v1.1-Mistral-7B,,teknium,,,12.0,12.0,38.59,open,,,,,,,,,2023,,,,,,corroborated_year
Mistral-Trismegistus-7B,teknium/Mistral-Trismegistus-7B,,teknium,,,6.0,6.0,52.66,open,,,,,,,,,2023-10,,,,,,hf_createdat
OpenHermes-13B,teknium/OpenHermes-13B,LLaMA,Teknium,,,12.0,12.0,33.71,open,,,,LLaMA 13B,,,,,2023-09,,,,,,hf_createdat
OpenHermes-2-Mistral-7B,teknium/OpenHermes-2-Mistral-7B,,teknium,,,6.0,6.0,21.44,open,,,,,,,,,2023-09,,,,,,corroborated_month
OpenHermes-2.5-Mistral-7B,teknium/OpenHermes-2.5-Mistral-7B,,teknium,,,13.0,13.0,122.00,open,,,,,,,,,2023,,,,,,corroborated_year
OpenHermes-7B,teknium/OpenHermes-7B,LLaMA,Teknium,,,12.0,12.0,30.42,open,,,,LLaMA 7B,,,,,2023-09,,,,,,hf_createdat
Falcon3-10B-Base,tiiuae/Falcon3-10B-Base,,TII UAE,,,6.0,6.0,27.62,open,,,,,,,,,2024-12,,,,,,hf_createdat
Falcon3-10B-Instruct,tiiuae/Falcon3-10B-Instruct,,TII UAE,,,12.0,12.0,39.71,open,,,,,,,,,2024-12,,,,,,hf_createdat
Falcon3-1B-Base,tiiuae/Falcon3-1B-Base,,TII UAE,,,6.0,6.0,9.89,open,,,,,,,,,2024-12,,,,,,hf_createdat
Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,,TII UAE,,,6.0,6.0,16.16,open,,,,,,,,,2024-12,,,,,,hf_createdat
Falcon3-3B-Base,tiiuae/Falcon3-3B-Base,,TII UAE,,,6.0,6.0,15.74,open,,,,,,,,,2024-12,,,,,,hf_createdat
Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,,TII UAE,,,6.0,6.0,26.60,open,,,,,,,,,2024-12,,,,,,hf_createdat
Falcon3-7B-Base,tiiuae/Falcon3-7B-Base,,TII UAE,,,6.0,6.0,24.75,open,,,,,,,,,2024-11,,,,,,hf_createdat
Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,,TII UAE,,,12.0,12.0,37.50,open,,,,,,,,,2024-11,,,,,,hf_createdat
Falcon3-Mamba-7B-Base,tiiuae/Falcon3-Mamba-7B-Base,,TII UAE,,,6.0,6.0,18.14,open,,,,,,,,,2024-12,,,,,,hf_createdat
Falcon3-Mamba-7B-Instruct,tiiuae/Falcon3-Mamba-7B-Instruct,,TII UAE,,,6.0,6.0,28.11,open,,,,,,,,,2024-12,,,,,,hf_createdat
falcon-11B,tiiuae/falcon-11B,,TII UAE,,,12.0,12.0,39.07,open,,,,,,,,,2023,,,,,,corroborated_year
falcon-180B,tiiuae/falcon-180B,,TII UAE,,,6.0,6.0,67.61,open,,,,,,,,,2023,,,,,,corroborated_year
falcon-40b-instruct,tiiuae/falcon-40b-instruct,,TII UAE,,,8.0,8.0,13.29,open,,,,,,,,,2023,,,,,,corroborated_year
falcon-7b-instruct,tiiuae/falcon-7b-instruct,,TII UAE,,,13.0,13.0,23.21,open,,,,,,,,,2023,,,,,,corroborated_year
falcon-mamba-7b,tiiuae/falcon-mamba-7b,,TII UAE,,,6.0,6.0,15.18,open,,,,,,,,,2023-12,,,,,,sourced_evidence
falcon-rw-1b,tiiuae/falcon-rw-1b,,TII UAE,,,6.0,6.0,37.07,open,,,,,,,,,2023,,,,,,corroborated_year
GPT-JT-6B-v0,togethercomputer/GPT-JT-6B-v0,,togethercomputer,,,6.0,6.0,44.05,open,,,,,,,,,2022-05,,,,,,sourced_evidence
GPT-JT-6B-v1,togethercomputer/GPT-JT-6B-v1,,togethercomputer,,,12.0,12.0,25.00,open,,,,,,,,,2022-05,,,,,,sourced_evidence
GPT-JT-Moderation-6B,togethercomputer/GPT-JT-Moderation-6B,,togethercomputer,,,6.0,6.0,41.80,open,,,,,,,,,2022-10,,,,,,sourced_evidence
GPT-NeoXT-Chat-Base-20B,togethercomputer/GPT-NeoXT-Chat-Base-20B,,togethercomputer,,,12.0,12.0,24.08,open,,,,,,,,,2022-10,,,,,,sourced_evidence
LLaMA-2-7B-32K,togethercomputer/LLaMA-2-7B-32K,,togethercomputer,,,12.0,12.0,26.96,open,,,,,,,,,2023,,,,,,corroborated_year
Llama-2-7B-32K-Instruct,togethercomputer/Llama-2-7B-32K-Instruct,,togethercomputer,,,12.0,12.0,28.96,open,,,,,,,,,2023,,,,,,corroborated_year
Pythia-Chat-Base-7B,togethercomputer/Pythia-Chat-Base-7B,,togethercomputer,,,6.0,6.0,39.81,open,,,,,,,,,2023,,,,,,corroborated_year
RedPajama-INCITE-7B-Base,togethercomputer/RedPajama-INCITE-7B-Base,,togethercomputer,,,31.0,31.0,34.30,open,,,,,,,,,2023-05,,,,,,hf_createdat
RedPajama-INCITE-7B-Chat,togethercomputer/RedPajama-INCITE-7B-Chat,,togethercomputer,,,12.0,12.0,21.71,open,,,,,,,,,2023-05,,,,,,hf_createdat
RedPajama-INCITE-7B-Instruct,togethercomputer/RedPajama-INCITE-7B-Instruct,,togethercomputer,,,31.0,31.0,37.64,open,,,,,,,,,2023-05,,,,,,hf_createdat
RedPajama-INCITE-Base-3B-v1,togethercomputer/RedPajama-INCITE-Base-3B-v1,,togethercomputer,,,31.0,31.0,33.34,open,,,,,,,,,2023-05,,,,,,hf_createdat
RedPajama-INCITE-Base-7B-v0.1,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,,togethercomputer,,,6.0,6.0,41.25,open,,,,,,,,,2023-05,,,,,,hf_createdat
RedPajama-INCITE-Chat-3B-v1,togethercomputer/RedPajama-INCITE-Chat-3B-v1,,togethercomputer,,,12.0,12.0,22.19,open,,,,,,,,,2023-05,,,,,,hf_createdat
RedPajama-INCITE-Chat-7B-v0.1,togethercomputer/RedPajama-INCITE-Chat-7B-v0.1,,togethercomputer,,,6.0,6.0,39.37,open,,,,,,,,,2023-05,,,,,,hf_createdat
RedPajama-INCITE-Instruct-3B-v1,togethercomputer/RedPajama-INCITE-Instruct-3B-v1,,togethercomputer,,,31.0,31.0,35.50,open,,,,,,,,,2023-05,,,,,,hf_createdat
RedPajama-INCITE-Instruct-7B-v0.1,togethercomputer/RedPajama-INCITE-Instruct-7B-v0.1,,togethercomputer,,,6.0,6.0,42.38,open,,,,,,,,,2023-05,,,,,,hf_createdat
Llama-2-70b-instruct,upstage/Llama-2-70b-instruct,,upstage,,,6.0,6.0,67.38,open,,,,,,,,,2023-07,,,,,,hf_createdat
SOLAR-0-70b-16bit,upstage/SOLAR-0-70b-16bit,,upstage,,,6.0,6.0,70.11,open,,,,,,,,,2023-07,,,,,,hf_createdat
SOLAR-10.7B-Instruct-v1.0,upstage/SOLAR-10.7B-Instruct-v1.0,,upstage,,,13.0,13.0,126.59,open,,,,,,,,,2023-12,,,,,,hf_createdat
SOLAR-10.7B-v1.0,upstage/SOLAR-10.7B-v1.0,,upstage,,,12.0,12.0,41.45,open,,,,,,,,,2023-12,,,,,,hf_createdat
llama-30b-instruct,upstage/llama-30b-instruct,,upstage,,,6.0,6.0,58.91,open,,,,,,,,,2023-03,,,,,,sourced_evidence
llama-30b-instruct-2048,upstage/llama-30b-instruct-2048,,upstage,,,6.0,6.0,60.91,open,,,,,,,,,2023-03,,,,,,sourced_evidence
llama-65b-instruct,upstage/llama-65b-instruct,,upstage,,,6.0,6.0,64.51,open,,,,,,,,,2023-03,,,,,,sourced_evidence
solar-pro-preview-instruct,upstage/solar-pro-preview-instruct,,upstage,,,6.0,6.0,39.94,open,,,,,,,,,2024-09,,,,,,hf_createdat
Mistral Small 4,Mistral Small 4,mistral,Mistral AI,,,1.0,1.0,58.30,closed,,,,,,,,,2024-12,,,,,,single_hermes
Mistral Small 3.2 24B Instruct,Mistral Small 3.2 24B Instruct,mistral,Mistral AI,,,2.0,2.0,54.20,closed,,,,,,,,,2025-06,,,,,,hf_createdat
semcoder-6.7b,SemCoder-6.7B,,,,,1.0,1.0,62.50,open,6.7,,,,,,,,2023-11,,,,,,sourced_evidence
semcoder-s-6.7b,SemCoder-S-6.7B,,,,,1.0,1.0,63.10,open,6.7,,,,,,,,2023-11,,,,,,sourced_evidence
Qwen3-4B,Qwen3 4B,Qwen 3,Alibaba Cloud,,,2.0,2.0,54.51,open,4.0,,,,,,,,2025-04,,,,,,hf_createdat
GPT-3.5-Turbo-1106,GPT-3.5-Turbo-1106,gpt,OpenAI,,,6.0,6.0,71.16,closed,,closed,text,,2023.0,openai_api,https://api.openai.com/v1,,2023-11,,,,,,sourced_evidence
ernie_bot,ERNIE-Bot,ernie,Baidu,,closed,1.0,1.0,59.94,closed,2024,,closed,,2024.0,,,Baidu,2019,,,,,,sourced_evidence
Claude Instant 1.2,Claude-instant-1.2,claude,Anthropic,,closed,11.0,11.0,55.27,closed,2023,,closed,,2023.0,,,Anthropic,2023-03,,,,,,sourced_evidence
xuanYuan_70b,XuanYuan-70B,xuanyuan,Tsinghua University,70B,open,1.0,1.0,51.40,open,70,,open,,2023.0,,,Tsinghua University,2023-05,,,,,,sourced_evidence
educhat_base_13b,educhat-base-002-13B,educhat,,13B,open,1.0,1.0,0.00,open,13,,open,,2023.0,,,,2023-08,,,,,,sourced_evidence
GLM-4-32B,GLM-4-32B,glm,Zhipu-AI,,closed,1.0,1.0,0.76,closed,,,,,2024.0,,,,2025-04,,,,https://chatglm.cn/,,hf_createdat
Vicuna-33b,Vicuna-33b,lmsys,,,closed,3.0,3.0,57.24,closed,,,,,,,,,2023,,,,,,corroborated_year
text-davinci-003,text-davinci-003,,,,,34.0,34.0,46.33,,,,,,,,,OpenAI,2022-11,,,,,,single_haiku
Llama-4-Large,Llama-4-Large,llama,Meta,,,1.0,1.0,0.65,open,,,,,,,,,2025-09,,,,,,sourced_evidence
J1-Jumbo v1 (178B),J1-Jumbo v1 (178B),Jurassic-1,AI21 Labs,,,33.0,33.0,34.77,closed,178B,,,,,,,,2021-08,,,,,,sourced_evidence
J1-Large v1 (7.5B),J1-Large v1 (7.5B),Jurassic-1,AI21 Labs,,,33.0,33.0,31.60,closed,7.5B,,,,,,,,2021-08,,,,,,sourced_evidence
J1-Grande v1 (17B),J1-Grande v1 (17B),Jurassic-1,AI21 Labs,,,33.0,33.0,34.15,closed,17B,,,,,,,,2021-08,,,,,,sourced_evidence
J1-Grande v2 beta (17B),J1-Grande v2 beta (17B),Jurassic-1,AI21 Labs,,,33.0,33.0,36.96,closed,17B,,,,,,,,2022-05,,,,,,sourced_evidence
Jurassic-2 Jumbo (178B),Jurassic-2 Jumbo (178B),Jurassic-2,AI21 Labs,,,36.0,42.0,41.00,closed,178B,,,,,,,,2022-12,,,,,,sourced_evidence
Jurassic-2 Grande (17B),Jurassic-2 Grande (17B),Jurassic-2,AI21 Labs,,,36.0,42.0,37.98,closed,17B,,,,,,,,2022-12,,,,,,sourced_evidence
Jurassic-2 Large (7.5B),Jurassic-2 Large (7.5B),Jurassic-2,AI21 Labs,,,31.0,31.0,33.60,closed,7.5B,,,,,,,,2022-12,,,,,,sourced_evidence
Luminous Base (13B),Luminous Base (13B),Luminous,Aleph Alpha,,,30.0,35.0,35.71,closed,13B,,,,,,,,2021-10,,,,,,sourced_evidence
Luminous Extended (30B),Luminous Extended (30B),Luminous,Aleph Alpha,,,30.0,35.0,38.31,closed,30B,,,,,,,,2021-10,,,,,,sourced_evidence
Luminous Supreme (70B),Luminous Supreme (70B),Luminous,Aleph Alpha,,,30.0,35.0,40.83,closed,70B,,,,,,,,2021-10,,,,,,sourced_evidence
Anthropic-LM v4-s3 (52B),Anthropic-LM v4-s3 (52B),Claude,Anthropic,,,31.0,31.0,42.38,closed,52B,,,,,,,,2020-12,,,,,,sourced_evidence
T0pp (11B),T0pp (11B),T0pp,HuggingFace / BigScience,,,26.0,26.0,12.54,open,11B,,,,,,,,2022-10,,,,,,sourced_evidence
Cohere xlarge v20220609 (52.4B),Cohere xlarge v20220609 (52.4B),Cohere,Cohere,,,33.0,33.0,40.24,closed,52.4B,,,,,,,,2022-06,,,,,,existing
Cohere large v20220720 (13.1B),Cohere large v20220720 (13.1B),Cohere,Cohere,,,33.0,33.0,36.92,closed,13.1B,,,,,,,,2022-07,,,,,,existing
Cohere medium v20220720 (6.1B),Cohere medium v20220720 (6.1B),Cohere,Cohere,,,33.0,33.0,34.69,closed,6.1B,,,,,,,,2022-07,,,,,,existing
Cohere small v20220720 (410M),Cohere small v20220720 (410M),Cohere,Cohere,,,32.0,32.0,27.56,closed,410M,,,,,,,,2022-07,,,,,,existing
Cohere xlarge v20221108 (52.4B),Cohere xlarge v20221108 (52.4B),Cohere,Cohere,,,33.0,33.0,41.72,closed,52.4B,,,,,,,,2022-11,,,,,,existing
Cohere medium v20221108 (6.1B),Cohere medium v20221108 (6.1B),Cohere,Cohere,,,33.0,33.0,35.71,closed,6.1B,,,,,,,,2022-11,,,,,,existing
Cohere Command beta (6.1B),Cohere Command beta (6.1B),Command,Cohere,,,33.0,33.0,40.43,closed,6.1B,,,,,,,,2025-04,,,,,,sourced_evidence
Cohere Command beta (52.4B),Cohere Command beta (52.4B),Command,Cohere,,,33.0,33.0,44.06,closed,52.4B,,,,,,,,2025-04,,,,,,sourced_evidence
GPT-J (6B),GPT-J (6B),GPT-J,EleutherAI,,,49.0,49.0,27.71,open,6B,,,,,,,,2021-04,,,,,,sourced_evidence
GPT-NeoX (20B),GPT-NeoX (20B),GPT-NeoX,EleutherAI,,,45.0,45.0,30.69,open,20B,,,,,,,,2022-04,,,,,,sourced_evidence
Pythia (6.9B),Pythia (6.9B),Pythia,EleutherAI,,,25.0,25.0,32.45,open,6.9B,,,,,,,,2023-02,,,,,,single_hermes
Pythia (12B),Pythia (12B),Pythia,EleutherAI,,,31.0,31.0,35.07,open,12B,,,,,,,,2023-02,,,,,,single_hermes
T5 (11B),T5 (11B),T5,Google,,,29.0,30.0,33.14,open,11B,,,,,,,,2022-10,,,,,,sourced_evidence
UL2 (20B),UL2 (20B),UL2,Google,,,26.0,26.0,26.18,open,20B,,,,,,,,2022-05,,,,,,sourced_evidence
OPT (175B),OPT (175B),,,,,39.0,39.0,38.73,,,,,,,,,,2022-03,,,,,,sourced_evidence
OPT (66B),OPT (66B),,,,,40.0,40.0,33.24,,,,,,,,,,2022-03,,,,,,sourced_evidence
LLaMA (7B),LLaMA (7B),LLaMA,Meta,,,21.0,21.0,41.87,open,7B,,,,,,,,2022-04,,,,,,sourced_evidence
LLaMA (30B),LLaMA (30B),LLaMA,Meta,,,21.0,21.0,57.86,open,30B,,,,,,,,2022-04,,,,,,sourced_evidence
Llama 2 (7B),Llama 2 (7B),Llama 2,Meta,,,27.0,32.0,45.34,open,7B,,,,,,,,2023-07,,,,,,single_hermes
Llama 2 (13B),Llama 2 (13B),Llama 2,Meta,,,27.0,32.0,49.83,open,13B,,,,,,,,2023-07,,,,,,single_hermes
Llama 2 (70B),Llama 2 (70B),Llama 2,Meta,,,38.0,43.0,54.58,open,70B,,,,,,,,2023-07,,,,,,single_hermes
Vicuna v1.3 (7B),Vicuna v1.3 (7B),Vicuna,LMSYS,,,19.0,19.0,48.77,open,7B,,,,,,,,2023-03,,,,,,single_hermes
Vicuna v1.3 (13B),Vicuna v1.3 (13B),Vicuna,LMSYS,,,19.0,19.0,51.33,open,13B,,,,,,,,2023-03,,,,,,single_hermes
Mistral v0.1 (7B),Mistral v0.1 (7B),Mistral,Mistral AI,,,45.0,51.0,49.57,open,7B,,,,,,,,2023-10,,,,,,sourced_evidence
TNLG v2 (530B),TNLG v2 (530B),TNLG,Microsoft / NVIDIA,,,33.0,33.0,39.96,closed,530B,,,,,,,,2023-07,,,,,,sourced_evidence
TNLG v2 (6.7B),TNLG v2 (6.7B),TNLG,Microsoft / NVIDIA,,,33.0,33.0,32.58,closed,6.7B,,,,,,,,2023-07,,,,,,sourced_evidence
davinci (175B),davinci (175B),GPT-3,OpenAI,,,33.0,33.0,35.23,closed,175B,,,,,,,,2020-05,,,,,,web_verified
curie (6.7B),curie (6.7B),GPT-3,OpenAI,,,33.0,33.0,30.35,closed,6.7B,,,,,,,,2020-05,,,,,,web_verified
babbage (1.3B),babbage (1.3B),GPT-3,OpenAI,,,33.0,33.0,26.93,closed,1.3B,,,,,,,,2020-05,,,,,,web_verified
ada (350M),ada (350M),GPT-3,OpenAI,,,33.0,33.0,24.06,closed,350M,,,,,,,,2020-05,,,,,,web_verified
text-davinci-002,text-davinci-002,GPT-3,OpenAI,,,33.0,33.0,46.15,closed,175B,,,,,,,,2021-01,,,,,,single_haiku
text-curie-001,text-curie-001,GPT-3,OpenAI,,,33.0,33.0,32.59,closed,6.7B,,,,,,,,2021,,,,,,single_haiku
text-babbage-001,text-babbage-001,GPT-3,OpenAI,,,33.0,33.0,28.11,closed,1.3B,,,,,,,,2021,,,,,,single_haiku
text-ada-001,text-ada-001,GPT-3,OpenAI,,,33.0,33.0,24.05,closed,350M,,,,,,,,2021,,,,,,single_haiku
gpt-3.5-turbo-0301,gpt-3.5-turbo-0301,GPT-3.5,OpenAI,,,20.0,20.0,57.26,closed,,,,,,,,,2022-11,,,,,,corroborated_month
gpt-3.5-turbo-0613,gpt-3.5-turbo-0613,GPT-3.5,OpenAI,,,28.0,33.0,61.08,closed,,,,,,,,,2022-11,,,,,,corroborated_month
MPT (30B),MPT (30B),MPT,MosaicML,,,27.0,27.0,52.53,open,30B,,,,,,,,2023-05,,,,,,sourced_evidence
MPT-Instruct (30B),MPT-Instruct (30B),MPT,MosaicML,,,19.0,19.0,53.74,open,30B,,,,,,,,2023-04,,,,,,sourced_evidence
Falcon (7B),Falcon (7B),Falcon,Technology Innovation Institute,,,36.0,41.0,34.94,open,7B,,,,,,,,2023-04,,,,,,hf_createdat
Falcon-Instruct (7B),Falcon-Instruct (7B),Falcon,Technology Innovation Institute,,,19.0,19.0,39.05,open,7B,,,,,,,,2023-04,,,,,,hf_createdat
Falcon (40B),Falcon (40B),Falcon,Technology Innovation Institute,,,38.0,43.0,43.88,open,40B,,,,,,,,2023-05,,,,,,hf_createdat
Falcon-Instruct (40B),Falcon-Instruct (40B),Falcon,Technology Innovation Institute,,,19.0,19.0,50.55,open,40B,,,,,,,,2023-05,,,,,,hf_createdat
GLM (130B),GLM (130B),GLM,Tsinghua KEG Lab,,,27.0,27.0,35.53,open,130B,,,,,,,,2022-10,,,,,,web_verified
InstructPalmyra (30B),InstructPalmyra (30B),Palmyra,Writer,,,26.0,26.0,36.13,closed,30B,,,,,,,,2023-05,,,,,,single_hermes
Palmyra X (43B),Palmyra X (43B),Palmyra,Writer,,,25.0,25.0,44.19,closed,43B,,,,,,,,2023-05,,,,,,single_hermes
YaLM (100B),YaLM (100B),YaLM,Yandex,,,26.0,26.0,23.41,open,100B,,,,,,,,2023-08,,,,,,sourced_evidence
Pythia (1B),Pythia (1B),,,,,7.0,7.0,9.75,,,,,,,,,,2023-03,,,,,,hf_createdat
code-davinci-002,code-davinci-002,Codex,OpenAI,,,10.0,10.0,43.42,closed,,,,,,,,,2021-07,,,,,,single_haiku
code-cushman-001 (12B),code-cushman-001 (12B),Codex,OpenAI,,,11.0,11.0,22.71,closed,12B,,,,,,,,2021-07,,,,,,sourced_evidence
Phi-3 (14B),Phi-3 (14B),,,,,10.0,10.0,62.46,,,,,,,,,,2024-05,,,,,,hf_createdat
Phi-3 (7B),Phi-3 (7B),,,,,9.0,9.0,60.62,,,,,,,,,,2024-05,,,,,,hf_createdat
DBRX Instruct,DBRX Instruct,,,,,26.0,26.0,52.43,,,,,,,,,,2024,,,,,,corroborated_year
DeepSeek LLM Chat (67B),DeepSeek LLM Chat (67B),,,,,14.0,14.0,70.21,,,,,,,,,,2023-08,,,,,,sourced_evidence
Gemma 2 Instruct (27B),Gemma 2 Instruct (27B),,,,,33.0,38.0,38.43,,,,,,,,,,2024-06,,,,,,hf_createdat
Gemma (7B),Gemma (7B),,,,,21.0,21.0,46.11,,,,,,,,,,2024-02,,,,,,hf_createdat
Llama 3 (70B),Llama 3 (70B),,,,,9.0,9.0,68.37,,,,,,,,,,2024-04,,,,,,hf_createdat
Llama 3 (8B),Llama 3 (8B),,,,,9.0,9.0,54.10,,,,,,,,,,2024-04,,,,,,hf_createdat
Llama 3.1 Instruct Turbo (405B),Llama 3.1 Instruct Turbo (405B),,,,,46.0,51.0,65.67,,,,,,,,,,2024-07,,,,,,hf_createdat
Llama 3.1 Instruct Turbo (70B),Llama 3.1 Instruct Turbo (70B),,,,,46.0,51.0,63.86,,,,,,,,,,2024-07,,,,,,hf_createdat
Llama 3.1 Instruct Turbo (8B),Llama 3.1 Instruct Turbo (8B),,,,,22.0,22.0,52.01,,,,,,,,,,2024-07,,,,,,hf_createdat
Llama 3.2 Vision Instruct Turbo (11B),Llama 3.2 Vision Instruct Turbo (11B),,,,,13.0,13.0,47.90,,,,,,,,,,2024-09,,,,,,hf_createdat
Llama 3.2 Vision Instruct Turbo (90B),Llama 3.2 Vision Instruct Turbo (90B),,,,,37.0,42.0,56.23,,,,,,,,,,2024-09,,,,,,hf_createdat
